candidate id (if applicable),committee id,committee name,filing frequency,Election year (if applicable),committee type,committee designation,filing start date,filing end date,total disbursements,new loans,outstanding loans,total receipts,cash on hand close of period,contributions from party committees,contributions from other committees,Transfers received from other affiliated or authorized committees,Individual Itemized Contribution,Individual Unitemized Contribution,Contributions from the candidate (candidate committees only),Sum of loans from the candidate,Sum of loans from other sources
,C00102517,ASH GROVE CEMENT POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-06-30,,,,,98901.76,,,,,,,,
,C00335802,ASHTA CHEMICALS INC POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,10016.00,,,,,,,,
,C00396408,ASIS INTERNATIONAL POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-06-30,,,,50.00,24348.90,,,,,50.00,,,
,C00430371,SOUTH DAKOTA FIRST,Quarterly,2016,PAC,Leadership PAC,2015-04-01,2015-06-30,62.00,,,,231639.39,,,,,,,,
,C00370023,ANALYTICAL GRAPHICS INC PAC (AGI PAC),Monthly,2016,PAC,Unauthorized,2015-01-01,2015-01-31,,,,108.90,794.98,,,,,108.90,,,
,C00089540,ANDREWS & KURTH FEDERAL PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,1000.00,,,,11084.00,,,,,,,,
,C00104687,AO SMITH CORPORATION POLITICAL ACTION COMMITTEE (AOSPAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,6275.95,14602.05,,,,1188.60,5086.80,,,
,C00391532,APPRISS INC PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,11949.30,,,,,,,,
,C00340455,"AQUA AMERICA, INC. H2O POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,5428.00,,,13009.11,58988.08,,,,11965.81,1043.30,,,
,C00167668,ARCH COAL INC. POLITICAL ACTION COMMITTEE (ARCHPAC),Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-06-30,50750.00,,,57629.45,52762.64,,,,53814.45,3290.00,,,
,C00416404,ARCH LEADERSHIP PAC,Quarterly,2016,PAC,Leadership PAC,2015-01-01,2015-03-31,33.00,,,500.00,1278.75,,,,500.00,,,,
,C00416404,ARCH LEADERSHIP PAC,Quarterly,2016,PAC,Leadership PAC,2015-04-01,2015-06-30,585.00,,,,693.75,,,,,,,,
,C00193383,ARCBEST CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,2000.00,,,8.00,108809.61,,,,,,,,
,C00541623,ATHENAHEALTH INC POLITICAL ACTION COMMITTEE (ATHENAPAC),Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-06-30,2000.00,,,,16526.35,,,,,,,,
,C00478099,"ATLAS AIR WORLDWIDE HOLDINGS, INC. POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,39500.00,,,11120.38,157664.28,,,,10168.84,951.54,,,
,C00452292,ATLAS OIL COMPANY FEDERAL PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,,,,,,,,,
,C00381954,ATMOS ENERGY CORPORATION PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,18000.00,,,36350.03,861157.00,,,,26514.65,9811.49,,,
,C00301424,"ATTORNEYS' TITLE GUARANTY FUND, INC. FEDERAL POLITICAL ACTION COMMITTEE",Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,6000.00,,,,7608.00,,,,,,,,
,C00191478,AUSTIN POWDER COMPANY POLITICAL ACTION COMMITTEE (AUSPOCO PAC),Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,1094.80,,,,,,,,
,C00401125,AUTOMOTIVE RECYCLERS ASSOCIATION,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,8593.30,,,7100.00,2175.80,,,,7000.00,100.00,,,
,C00041038,AVISTA EMPLOYEES FOR EFFECTIVE GOVERNMENT,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,1542.83,53121.43,,,,500.00,1042.83,,,
,C00095109,AZOA SERVICES CORPORATION POLITICAL ACTION COMMITTEE (ALLIANZ OF AMERICA PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,8000.00,,,5770.00,108091.71,,,,4285.00,1485.00,,,
,C00041590,ASSOCIATION OF AMERICAN PHYSICIANS AND SURGEONS POLITICAL ACTION COMMITTEE (AAPS-PAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,180.00,,,,22721.38,,,,,,,,
,C00280743,ASSOCIATION OF AMERICAN RAILROADS POLITICAL ACTION COMMITTEE (RAILPAC),Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-06-30,56000.00,,,21941.82,45630.17,,,,21540.31,401.51,,,
,C00336875,ASSOCIATION OF DIRECTORY PUBLISHERS POLITICAL ACTION COMMITTEE (,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,1266.00,,,,,,,,
,C00484154,ASSOCIATION OF ENERGY SERVICE COMPANIES POLITICAL ACTION COMMITTEE (AESCPAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,770.00,,,100.00,4591.00,,,,,100.00,,,
,C00412098,ASSOCIATION OF KENTUCKY FRIED CHICKEN FRANCHISEES INC PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,4008.25,,,300.00,45999.47,,,,300.00,,,,
,C00375790,ASSOCIATION OF MEDICAL DEVICE REPROCESSORS PAC,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-06-30,,,,,272.01,,,,,,,,
,C00213066,ASSOCIATION OF PRIVATE SECTOR COLLEGES AND UNIVERSITIES POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,9024.93,,,19000.00,75954.42,,,,18750.00,250.00,,,
,C00377044,AT&T INC. OHIO EMPLOYEE POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,4210.00,,,4088.78,31068.79,,,,1227.78,2861.00,,,
,C00330696,ASSOCIATED MILK PRODUCERS INC. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,5033.78,,,2991.62,342313.67,,,,775.00,2216.49,,,
,C00166223,ASSOCIATION OF PROGRESSIVE RENTAL ORGANIZATIONS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,1252.82,64282.71,,,,1250.00,,,,
,C00553743,B L HARBERT EMPLOYEES FEDERAL PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,5000.00,,,,2068.11,,,,,,,,
,C00466433,BIOFIRE DIAGNOSTICS INC (FKA IDAHO TECHNOLOGY INC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,11961.00,,,,,,,,
,C00012310,BLACK & VEATCH POLITICAL ACTION COMMITTEE (BLACK & VEATCH PAC),Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-06-30,6000.00,,,8000.00,22522.67,,,,8000.00,,,,
,C00358440,BALCH AND BINGHAM LLP FEDERAL POLITICAL COMMITTEE,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-06-30,40804.42,,,23605.17,1690.53,,,,22425.99,1179.18,,,
,C00043489,BANK OF AMERICA CORPORATION STATE AND FEDERAL PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,11837.50,,,23131.26,169160.95,,,,10395.46,12735.80,,,
,C00406090,BANK OF CUSHING FEDERAL POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,2100.00,,,8015.00,5932.50,,,,8015.00,,,,
,C00172635,"BASS BROTHERS ENTERPRISES, INC. - POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,5000.00,,,0.87,106092.04,,,,,,,,
,C00485433,BAYADA NURSES INC US POLITICAL ACTION COMMITTEE (AKA BAYADA US PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,7500.00,,,4789.74,32133.76,,,,1192.00,3597.74,,,
,C00281162,BAYER CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,18900.00,,,19471.82,197464.69,,,,13171.48,6300.34,,,
,C00381624,BECAUSE I CARE POLITICAL ACTION COMMITTEE (BICPAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,12999.94,,,10000.00,13209.92,,,,10000.00,,,,
,C00559146,BELIEVE IN LIFE LIBERTY YOURSELF AKA BILLY PAC,Quarterly,2016,PAC,Leadership PAC,2015-04-01,2015-06-30,1662.59,,,11508.24,25456.41,,1500.00,,10000.00,,,,
,C00490805,BERKEBILE NELSON IMMENSCHUH MCDOWELL INCORPORATED PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,130.00,,,,,,,,
S8MT00119,C00363820,BIG SKY FREEDOM PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,300.00,,,,4414.46,,,,,,,,
,C00390351,"BIOGEN, INC. POLITICAL ACTION COMMITTEE A.K.A. 'BIOGEN PAC'",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,6500.00,,,8013.00,117356.75,,,,6768.00,1245.00,,,
,C00125732,BLACK HILLS CORPORATION POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,8656.99,,,82896.68,189558.58,,,,68213.65,14664.84,,,
,C00127621,"BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION PAC",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,7137.61,105486.57,,,,612.08,6525.53,,,
,C00464982,"BALDWIN TITLE COMPANY OF LOUISIANA, L.L.C POLITCAL ACTION COMMITTEE",Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,40.77,,26000.00,,8621.95,,,,,,,,
,C00417360,BARGE WAGGONER SUMNER AND CANNON INC FEDERAL POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,1500.00,,,1190.00,3929.00,,,,1190.00,,,,
,C00378661,"BEALL'S PAC USA, INC.",Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,354.23,,,2202.85,4077.33,,,,318.32,1884.53,,,
,C00449710,BEHLEN MFG CO PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,50.00,,,,,,,,
,C00174847,BREWERY SOFT DRINK BEER DISTR OPTICAL DENTAL MISC WORKERS WAREHOUSEMAN HELP LOCAL 830 PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,23385.43,,,15259.77,173835.14,,,,,15258.00,,,
,C00165522,BRICKER & ECKLER POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,3300.00,,,2500.00,2767.62,,,,2500.00,,,,
,C00477919,BROADCOM CORPORATION PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,43204.56,,,,,,,,
,C00254953,BROOKE HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,21250.00,,,11527.08,3560.15,,,,11216.46,310.62,,,
,C00457093,BROOKSHIRE BROTHERS MANAGEMETN INC. PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,2449.43,17403.86,,,,,2445.25,,,
,C00099234,BROTHERHOOD OF LOCOMOTIVE ENGINEERS & TRAINMEN PAC FUND,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,35471.81,,,47625.72,421055.81,,,,15073.41,32552.31,,,
,C00410613,BROWN RUDNICK LLP FEDERAL POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,332.48,,,259.99,1144.50,,,,125.00,125.00,,,
,C00332643,BRYAN CAVE LLP POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,108150.00,,,,154896.59,,,,,,,,
,C00491183,BUDGETHAWKS.COM,Monthly,2016,PAC,Leadership PAC,2015-06-01,2015-06-30,2225.00,,,18000.00,21428.85,,16000.00,,2000.00,,,,
,C00312223,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA EMPLOYEE POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,40900.00,,,77521.82,88323.00,,,,60454.07,17067.75,,,
,C00080135,BLUE DIAMOND GROWERS POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,44500.00,,,27623.88,42349.00,,,,22128.88,5495.00,,,
,C00570424,BLUE OHIO PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,29091.13,,,23220.00,6094.17,,2250.00,,20970.00,,,,
,C00118828,BOILERMAKERS LOCAL 85 FEDERAL POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,2082.65,46502.00,,,,,2082.00,,,
,C00351924,BOK FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,2130.00,,,41350.00,131685.18,,,,40100.00,1250.00,,,
,C00079855,"BOWLING PROPRIET0RS' ASSOCIATION OF AMERICA, INC PAC",Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,24724.62,,,,,,,,
,C00113449,BRADY CAMPAIGN TO PREVENT GUN VIOLENCE - VOTER EDUCATION FUND,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,51.00,,,,1373.63,,,,,,,,
,C00142935,"BRANCH 28, NATIONAL ASSOCIATION OF LETTER CARRIERS POLITICAL ACTION COMMITTEE",Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,6.70,,,0.47,3306.00,,,,,,,,
,C00075291,BRANCH BANK & TRUST POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,14000.00,,,18882.95,294018.37,,,,2009.74,16873.21,,,
,C00483487,BRETTPAC-THE LEADERSHIP PAC OF U.S.REPRESENATIVE BRETT GUTHRIE,Quarterly,2016,PAC,Leadership PAC,2015-04-01,2015-06-30,1028.75,,,11002.97,16130.36,,9500.00,,1500.00,,,,
,C00569962,BRIGHT STAR PAC,Quarterly,2016,Hybrid super PAC,Unauthorized,2015-01-01,2015-06-30,89.85,,,,2875.00,,,,,,,,
,C00329425,BURGER KING FRANCHISEE PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,11165.86,,,38409.97,122400.64,,,,37350.00,1058.00,,,
,C00464016,"BURK BURNETT, INC PAC (BB INC PAC)",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,350.00,,,,44257.00,,,,,,,,
,C00365502,"BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,34657.25,,,18825.08,92265.96,,,,14385.85,1439.23,,,
,C00197863,CABLEVISION SYSTEMS CORPORATION POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-05-26,2015-06-30,3000.00,,,2510.82,44221.88,,,,2251.54,259.28,,,
,C00506733,"CADENCE BANK, NA POLITICAL ACTION COMMITTEE",Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,7500.00,,,25547.69,228309.67,,,,23072.01,2475.68,,,
,C00371062,CAITHNESS CORPORATION PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,25684.00,,,,,,,,
,C00155366,CALIFORNIA ASSOCIATION OF WINEGRAPE GROWERS - FEDERAL,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,9850.00,11511.18,,,,9850.00,,,,
,C00082834,CALIFORNIA BANKERS ASSOCIATION FEDERAL (CALBANKPAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,8239.21,,,90037.59,92086.40,,,,80541.00,6000.00,,,
,C00530725,CALIFORNIA BERRY FARMERS FEDERAL PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,,,,,,,,,
,C00417774,CALIFORNIA COAST CREDIT UNION FEDERAL PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,503.50,,,990.88,37263.06,,,,284.62,706.26,,,
,C00305037,CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOC FED PAC (CCPOA FEDERAL PAC),A,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,1423.93,,,,,,,,
,C00291922,CALIFORNIA P A C,Quarterly,2016,PAC,Unauthorized,2015-03-01,2015-06-30,1000.00,,,,3591.42,,,,,,,,
,C00486209,CAPELLA EDUCATION COMPANY PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,4000.00,,,3715.00,1669.35,,,,1301.00,2414.00,,,
,C00479998,TENASKA INC EMPLOYEES POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-01-01,2015-01-31,,,,,351975.00,,,,,,,,
,C00239947,CAESARS ENTERTAINMENT CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,16138.10,,,9176.45,100689.83,,,,5973.54,3201.76,,,
,C00382275,BUTLER SNOW POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,6750.00,,,,81181.07,,,,,,,,
,C00351635,CALFEE FUND FOR GOOD GOVERNMENT,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,16800.00,,,,74187.22,,,,,,,,
,C00019083,CALIFORNIA CANNING PEACH ASSOCIATION POLITICAL ACTION COMMITTEE (AKA PEACH-PAC),Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,8000.00,,,0.30,3587.33,,,,,,,,
,C00528380,CALIFORNIA PAWNBROKERS ASSOCIATION FEDERAL PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,9468.53,,,,896.77,,,,,,,,
,C00389510,BUMBLE BEE FOODS PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,12695.92,,401.27,16830.69,107464.63,,,,14890.60,1940.09,,,
,C00275529,CASH AMERICA INTERNATIONAL INC. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,3000.00,,,14246.27,191041.44,,,,13778.13,468.14,,,
,C00410001,CBC COMPANIES INC PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,2557.42,,,21000.00,263126.04,,,,21000.00,,,,
,C00423442,CBS CORPORATION POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-06-30,40512.00,,,22240.41,73808.62,,,,22192.00,,,,
,C00333534,"CENTERPOINT ENERGY, INC. POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,49250.00,,,20129.34,67238.92,,,,9426.85,10702.49,,,
,C00514406,CENTERRA GROUP LLC PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,943.50,22741.00,,,,100.00,843.00,,,
,C00482133,CENTRAL OHIO DEMOCRATIC WOMEN'S CAUCUS,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,961.00,,,,,,,,
,C00130385,CENTRAL PACIFIC BANK FED PAC AKA; CPB PAC-FED,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,1500.00,,,1680.00,16901.00,,,,1680.00,,,,
,C00555532,CENTURY ALUMINUM COMPANY PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,6000.00,,,,8765.00,,,,,,,,
,C00410589,CERNER CORPORATION PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,40700.00,,,97592.66,83138.15,,,,46365.22,51227.44,,,
,C00423871,CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY/CAROLINAS HEALTHCARE SYSTEM EMPLOYEES FED PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,-5000.00,,,41806.49,131101.19,,,,30557.10,11198.42,,,
,C00454132,CAPITAL COUNTY PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,2950.00,,,2000.00,5944.54,,,,2000.00,,,,
,C00562611,CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN (CDPHP PAC),Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,2250.00,3238.05,,,,1500.00,750.00,,,
,C00540518,CAPITAL GROUP COMPANIES INC POLITICAL ACTION COMMITTEE; THE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,7500.00,,,750.00,368100.00,,,,,,,,
,C00367243,CAPITAL PAC OF INDIANA (CAPPAC OF INDIANA),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,4700.00,,,,5639.09,,,,,,,,
,C00332833,CARDINAL HEALTH INC. PAC AKA CARDINAL HEALTH COMPANIES PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,39000.00,,,25948.89,123108.96,,,,21927.46,4003.38,,,
,C00424879,CARESOURCE MANAGEMENT SERVICES CO. PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,12200.00,,,33791.00,68398.50,,,,24996.00,8795.00,,,
,C00460097,CARMEUSE PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,876.00,22846.32,,,,750.00,126.00,,,
,C00341990,CAROLYN'S PAC,Quarterly,2016,PAC,Leadership PAC,2015-04-01,2015-06-30,20000.00,,,10000.00,44923.46,5000.00,,,5000.00,,,,
,C00260893,CARPENTERS FEDERAL PAC OF PHILADELPHIA METROPOLITAN REGIONAL COUNCIL OF CARPENTERS,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,15042.35,,,,,,,,
,C00298604,"CARPET AND RUG INSTITUTE POLITICAL ACTION COMMITTEE, THE",Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,6.25,14190.05,,,,,,,,
,C00390971,CC SERVICES INC COUNTRY POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-06-18,2015-06-30,,,,725.06,4377.12,,,,65.00,660.06,,,
,C00455907,CITIZENS FOR CANCER AWARENESS FEDERAL PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,6707.17,,,,,,,,
,C00491654,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,Monthly,2016,PAC,Leadership PAC,2015-05-01,2015-05-31,14587.25,,,37000.00,76864.62,,17000.00,,15000.00,,,,
,C00110585,CITIZENS ORGANIZED POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,34870.17,,,49000.00,16385.63,,,,49000.00,,,,
,C00496927,CITIZENS SUPER PAC FOR AMERICA (CSPAC),Quarterly,2016,Hybrid super PAC,Unauthorized,2015-01-01,2015-06-30,,,,,266.00,,,,,,,,
,C00355065,CITIZENS UTILITIES COMPANY POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,3558.00,,,,,,,,
,C00410167,CITY OF ALAMEDA DEMOCRATIC CLUB FEDERAL PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,0.09,485.26,,,,,,,,
,C00187526,CITYPAC,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-06-30,9033.83,,,2.72,52559.85,,,,,,,,
,C00165878,"CLECO POLITICAL ACTION COMMITTEE, CLECO CORPORATION",Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,2852.12,,,11005.28,37466.71,,,,4672.66,6325.04,,,
,C00039016,CLIFFS NATURAL RESOURCES  INC. POLITICAL ACTION COMMITTEE (CLIFFSPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,3000.00,,,2437.80,40739.86,,,,1990.00,447.80,,,
,C00062224,CLOROX COMPANY POLITICAL ACTION COMMITTEE; THE (CLORPAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,46500.00,,,14276.00,224550.85,,,,12355.00,1921.00,,,
,C00497362,CONSTITUTIONAL CONSERVATIVES FUND,Monthly,2016,PAC,Leadership PAC,2015-06-01,2015-06-30,16280.00,,,2500.00,3491.25,2500.00,,,,,,,
,C00492819,CHESAPEAKE PAC,Quarterly,2016,PAC,Leadership PAC,2015-01-01,2015-06-30,9285.45,,,10000.00,14358.31,,10000.00,,,,,,
,C00490961,CHINESE AMERICAN LEADERSHIP POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,572.00,,,,3110.00,,,,,,,,
,C00571521,CHRIS STEWART LEADERSHIP PAC,Quarterly,2016,PAC,Leadership PAC,2015-04-01,2015-06-30,60.00,,,10100.00,10040.00,,,,10000.00,100.00,,,
,C00427864,CHRISTIAN FATHERS FOR CALIFORNIA,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,3083.27,,,,,,,,
,C00485896,"CHS/COMMUNITY HEALTH SYSTEMS, INC. POLITICAL ACTION CMTE (CHS PAC)",Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,28000.00,,,,11829.17,,,,,,,,
,C00564377,CHUGACH ALASKA CORPORATION PAC AKA CAC PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,3500.00,,,14899.50,24574.37,,,,14899.50,,,,
,C00469411,CHUTZPAC,Quarterly,2016,PAC,Leadership PAC,2015-04-01,2015-06-30,,,,,3295.78,,,,,,,,
,C00085316,CIGNA CORPORATION POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-06-30,243525.00,,,234852.86,203704.95,,,,133238.44,101239.42,,,
,C00087478,CINCINNATI BELL INC FEDERAL PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,2100.00,,,1108.76,19285.23,,,,799.20,309.56,,,
,C00467068,CITIZENS AND COUNTRY PAC,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,227.55,,,320.00,104.51,,,,260.00,60.00,,,
,C00078287,CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-06-30,23000.00,,,48140.52,49642.48,,,,36031.26,12109.26,,,
,C00566026,COALITION OF INDEPENDENT VOICES IN CONGRESS (CIVIC),Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,290.00,,,,,,,,
